"Top electronic trading firm", "Undefined", "2012"
"Top systematic trading firm", "Undefined", "2012"
"Top tier Investment Bank", "England, London", "2007"
"Top-Tier Investment Bank", "United States, IL, Chicago", "2005"
"TopSource", "United States, Florida, Coconut Creek", "2010"
"Topica", "United States, CA, San Francisco", "2003"
"Topix", "United States, Ca, Palo Alto", "2008"
"Topix.net", "United States, CA, Palo Alto", "2007"
"Toplinker", "China, WuXi JiangSu China", "2009"
"Topsy", "United States, CA, San Francisco", "2009"
"Tortus Technologies", "United States, MA, West Springfield", "2006"
"Total Care Rewards", "United States, IL, Telecommute", "2009"
"TourWerk GmbH", "Germany, NRW, Koeln", "2005"
"Tourtellotte Consulting", "United States, MA / CT, Natick / New London", "2003"
"Towe Hill Insurance Group Inc. ", "United States, Florida, Gainesville", "2008"
"Tower Research Capital LLC", "New York, NY, USA", "2011"
"TowerData", "United States, NY, New York", "2004"
"Trackvia", "United States, CO, Denver", "2011"
"Trade Only", "Manchester, UK", "2012"
"TrafficMac", "United States, New York, Manhattan", "2005"
"Trafficmac", "United States, NY, New York", "2005"
"Traffics- Softwaresysteme für den Tourismus GmbH", "Germany, Berlin", "2010"
"Trafika Ltd", "United Kingdom, London", "2004"
"Training", "United States, TX, Fort Worth", "2005"
"TrainingBoard", "UK, London", "2001"
"TransGaming Technologies", "Canada, Ontario, Toronto", "2005"
"TransQuest Ventures", "United States, California, San Jose", "2003"
"TransactTools, Inc.", "United States, NY, New York", "2002"
"Transfer-To", "Singapore", "2013"
"Transfer-To (Ingenico)", "Singapore, Singapore", "2010"
"TransferTo", "Singapore", "2012"
"Transitive", "United Kingdom, Manchester", "2008"
"Transmeta Corporation", "United States, CA, Santa Clara", "2001"
"Traskalik/Tramino", "Germany, Bayern, Oberstdorf", "2009"
"Travel TV Network", "Beaufort, SC, Ridgeland (Hilton Head,SC)", "2007"
"TravelPod", "Canada, Ottawa", "2008"
"TravelPod-TripAdvisor", "Canada, Ottawa", "2008"
"Travelaudience", "Cologne, Germany", "2013"
"Travelocity", "United States, TX, Southlake", "2012"
"Travelocity Nordic AB", "Sweden, Stockkholm", "2009"
"Traveltek", "United Kingdom, Glasgow, East Kilbride", "2007"
"Traveltek Ltd", "Scotland, Strathclyde, Glasgow, UK and offshore", "2005"
"Traveltek Ltd.", "United Kingdom, Glasgow, East Kilbride", "2013"
"TreeTechnologies", "Canada, Quebec, Montreal", "2005"
"Trend Micro, Inc.", "Munich, Germany", "2012"
"Trendi Solutions Pty Ltd", "Australia, Western Australia, Perth ", "2011"
"Trepp, LLC", "United States, New York, New York City", "2006"
"Trepp, LLC.", "United States, New York, New York City", "2009"
"TriPower", "United States, CA, Livermore", "2010"
"TriQuint Semiconductor", "United States, OR, Hillsboro", "2010"
"TriStaff Consulting", "United States, CA, San Diego", "2004"
"Triad Holding LCC", "United States, IL, Chicago", "2002"
"Tribune Media Services", "United States, New York, Queensbury ", "2012"
"Triconsulting", "United Kingdom, London", "2006"
"TripWolf", "Hungary, Budapest, Budapest", "2009"
"Triple Crown Consulting", "Maynard, MA", "2012"
"Tristaff", "United States, CA, San Diego", "2007"
"Tritech", "CA, LA", "2008"
"Tropos Networks", "United States, California, Sunnyvale", "2006"
"Trovare", "United States, California, San Francisco", "2005"
"Troy Research", "United States, NA, NA", "2004"
"TroyResearch", "United States, N/A, N/A", "2007"
"TruSecure", "United States, Virginia, Herndon", "2003"
"TrueBridge Resources", "United States, TN, Franklin", "2011"
"TrueSys", "United States, MD, Baltimore", "2002"
"TrustCommerce", "United States, CA, Pasadena", "2004"
"Trutap Ltd", "United Kingdom, London", "2008"
"Tsunami Software, Inc.", "United States, CA, Palo Alto", "2005"
"TubeMogul, Inc.", "Emeryville, CA", "2011"
"Tubemogul, Inc.", "Emeryville, CA", "2011"
"Tucows", "Canada, Ontario, Toronto", "2007"
"Tufts University", "United States, MA, Boston", "2013"
"Tufts University Sciences Knowledge (TUSK)", "United States, MA, Boston", "2007"
"Tufts University Sciences Knowledgebase (TUSK)", "United States, MA, Boston", "2007"
"Tufts University, School of Medicine", "United States, MA, Boston", "2006"
"Tunesat LLC", "New York, NY; Paris, France; or telecommute", "2013"
"Turbo10", "United Kingdom, Kilburn + Rotherhithe - London, London", "2005"
"Turnberry Solutions", "United States, PA, WEST CHESTER", "2010"
"Turning Point Professional Services, llc", "United States, IL, Chicago", "2006"
"Turnitin", "Oakland, CA", "2012"
"Tusk Partners", "United States, CA, Menlo Park", "2003"
"Tuskerdirect Limited", "United Kingdom, Hertfordshire, Watford", "2007"
"Tuskerdirect Ltd", "United Kingdom, Hertfordshire, Watford", "2005"
"Twiki", "United States, CA, Sunnyvale", "2009"
"Twiki Inc", "United States, CA, Sunnyvale", "2010"
"Tyche International Inc.", "United States, CA, Fremont", "2010"
"Tyler Colby Hill Tech Staffing", "United States, NY, New York", "2008"
"Tyrus Blu", "Bulgaria, Sofia, Sofia", "2008"
"U.S. Technical Services", "United States, CT, Shelton", "2007"
"UB", "United States, Any, Any", "2008"
"UBICS India Pvt Ltd", "India, Karnataka, Bangalore", "2005"
"UBS Australia", "Australia, NSW, Sydney", "2007"
"UC Davis", "United States, California, Davis", "2010"
"UCA Computer Systems", "United States, MN, St. Paul", "2004"
"UCA Services", "United States, NY, NYC", "2006"
"UCLA (researcher)", "United States, CA, LA area", "2003"
"UDig", "Richmond, VA", "2013"
"UGO Entertainment", "United States, NY, New York", "2010"
"UK2 Group", "London, UK", "2013"
"UK2.net", "United Kingdom, London, London", "2010"
"ULTIMATE Ineternet Access, Inc", "United States, CA, Ontario", "2003"
"ULTIMATE Internet Access, Inc", "United States, CA, Ontario", "2005"
"UP Networks", "United States, TX, Plano", "2003"
"UPI Contracting", "Australia, NSW, Sydney", "2007"
"UPI Contracting - SYDNEY", "Australia, NSW - CBD, Sydney", "2007"
"UPSERJ", "United States, NY, Garden City, Long Island", "2003"
"US Bank", "United States, Minnesota, Richfield", "2011"
"US Bankruptcy Court - NJ", "United States, NJ, Newark", "2006"
"US Marine Corps - MCCS (www.usmc-mccs.org)", "United States, VA, Quantico", "2011"
"US based company in New Delhi", "India, Delhi, New Delhi", "2007"
"US based product firm", "Bangalore, India", "2013"
"USA America Inc.", "United States, Florida, Tampa Bay Area", "2002"
"USA Herbals", "United States, New Yrok, New York", "2004"
"USA Technologies", "United States, PA, Malvern", "2003"
"USA Technologies, Inc.", "19460, PA, Malvern", "2006"
"USGN", "United States, AZ, Phoenix", "2009"
"USMC-MCCS", "United States, Va, Quantico", "2007"
"USOOL Tech.", "United States, IL, Chicago", "2003"
"UTBox Pty Ltd", "Australia, NSW, Sydney", "2008"
"UV Hosting", "United States, MI, Grand Rapids", "2006"
"UV Uptime", "United States, Michigan, Grand Rapids", "2008"
"UW-Madison Condor Project", "United States, Wisconsin, Madison", "2008"
"UWT", "United States, NY, New York", "2010"
"Ubicom", "United States, California, Sunnyvale", "2006"
"Ubics Inc", "United States, Illinois, Springfield", "2004"
"Ucompass.com, Inc.", "United States, FL, Tallahassee", "2007"
"Ultrabuys", "Los Angeles", "2006"
"UniPress Software", "United States, NJ, Edison", "2005"
"UniPress Software Inc", "United States, NJ, Edison", "2006"
"UniPress Software Inc.", "United States, NJ, Edison (suburb of NYC)", "2005"
"Unique Internet Services", "United States, N/A, N/A", "2006"
"Unisys Corp", "United States, DC, Washington", "2003"
"United Federation of Teachers", "United States, New York, New York City", "2005"
"United Games Limited", "United Kingdom", "2013"
"United Internet AG (1&1, WEB.DE, GMX)", "Germany, Baden-Württemberg, Karlsruhe", "2008"
"United Online", "United States, UT, Orem", "2004"
"United Online, Inc. (www.untd.com)", "United States, Utah, Orem", "2006"
"United States Bankruptcy Cou", "United States, Florida, Tampa or Orlando (Duty Station to be determined by", "2010"
"United States Racquet Stringers Association", "United States, CA, Vista", "2010"
"Unity Technologies", "Denmark, DK, Copenhagen", "2010"
"Univeristy of California Davis", "Davis, CA, USA", "2012"
"Universal Software", "MA, Boston", "2007"
"Universal Software Corp", "United States, MA, Boston", "2010"
"University Junction", "Canada, Ontario, Ottawa", "2009"
"University at Buffalo", "United States, NY, Buffalo", "2006"
"University of British Columbia", "Canada, British Columbia, Vancouver", "2004"
"University of California, Berkeley", "Berkeley, CA, USA", "2012"
"University of California, Merced", "United States, California, Merced", "2008"
"University of Chicago", "Chicago, IL, United States", "2013"
"University of Chicago Press", "Chicago, IL, United States", "2013"
"University of Kansas", "United States, Kansas, Lawrence", "2007"
"University of Liverpool", "Liverpool, Merseyside, UK", "2013"
"University of London", "United Kingdom, London", "2009"
"University of Oxford", "United Kingdom, Oxford", "2006"
"University of Pennsylvania", "United States, PA, Philadelphia", "2012"
"University of San Diego", "United States, CA, San Diego", "2010"
"University of South Carolina, Baruch Institute for Marine and Coastal", "United States, South Carolina, Columbia", "2006"
"University of Technology, Sydney", "Australia, NSW, Sydney", "2007"
"University of Vienna", "Vienna, Austria", "2012"
"University of Washington - Biostat", "United States, WA, Seattle", "2006"
"Unnames", "United Kingdom, Bucks, High Wycombe", "2005"
"Untitled", "United States, CA, San Francisco", "2008"
"Up and Running Support Services", "España, Madrid, Madrid", "2010"
"Up and Running Support Services Madrid", "Spain, Madrid, Madrid", "2010"
"UpLexis Tecnologia", "Brazil, Sao Paulo, Sao Paulo", "2006"
"UpNorth Consulting", "United States, MN, Minneapolis/St. Paul area", "2009"
"UpNorth Consulting, Inc.", "United States, Minnesota, Bloomington", "2007"
"UpNorth-Vet", "United States, Minnesota, St. Paul", "2009"
"UpSellUSA", "United States, Washington, Seattle", "2008"
"UpSellUSA, Inc.", "United States, WA, Seattle", "2007"
"Upperbeyond", "United States, CA, San Francisco", "2009"
"Uprights", "United States, MA, Northampton,", "2002"
"Upshot IT Consulting", "United States, OH, Dayton", "2011"
"Uptime Systemloesungen GmbH.", "Austria, Vienna", "2002"
"Urban Consultancy Ltd", "Scotland, Glasgow", "2006"
"Urood", "Kuwait, Kuwait, Kuwait", "2007"
"Used Cars Group", "Austin, TX, United States", "2012"
"User Friendly Linux", "United States, FL, St. Petersburg", "2003"
"Uslegal.com", "United States, MS, Jackson", "2010"
"Uslegalforms.com", "United States, MS, Flowood", "2010"
"Utiba", "Australia, Victoria, Melbourne", "2007"
"Utrop AS", "Oslo, Norway", "2011"
"V12 Group", "NJ, Red Bank", "2010"
"VA Linux Systems", "United States, California, Fremont", "2001"
"VERITAS Software Corporation", "United States, CA, Mountain View", "2002"
"VFM Interactive", "Canada, Ontario, Toronto", "2006"
"VIVA USA INC", "United States, IL, Chicago", "2005"
"VMware", "United States, CA, Palo Alto", "2010"
"VNES", "Seattle/Bellevue WA", "2012"
"VNU Business Media - IPN", "United States, New York, New York City", "2006"
"VOLT Workforce Solutions", "NV, Las Vegas", "2007"
"VPS Solutions", "Australia, Queensland, Brisbane", "2005"
"VRP Consulting, Inc", "United States, California, Milpitas", "2005"
"Vaco", "United States, TN, Nashville", "2006"
"Vaco Technology", "United States, TN, Memphis", "2006"
"Vado, Inc.", "CS, San Jose", "2006"
"Validad GmbH", "Vienna, Austria", "2013"
"Validad GmbH.", "Vienna, Austria", "2013"
"Valtech India Systems Pvt Ltd", "India, Karnataka, Bangalore", "2005"
"ValuInsight, Inc.", "United States, FL, Delray Beach", "2005"
"ValueClick", "United States, CA, Westlake Village", "2011"
"ValueClick Inc.", "United States, California, Westlake Village", "2011"
"ValueClick Media", "United States, CA, Westlake Village or Santa Barbara", "2011"
"Valueclick", "United States, California, Westlake Village", "2004"
"Valuepitch", "India, Maharashtra, Mumbai", "2009"
"VanAbel.Com", "OffShore", "2003"
"VanKomen Media", "United States, UT, Salt Lake City", "2006"
"Vanguard Media", "United States, NY, New York", "2001"
"Vanquish", "United States, MA, Marlborough", "2005"
"Vantage Recruitment (not end client)", "Australia, NSW, Sydney", "2004"
"Various - We sell the licenses to the clients but don't provide support", "US", "2012"
"Vector", "United Kingdom, London", "2003"
"Vector Kinetics Inc.", "Los Angeles, CA", "2013"
"Vector Resourcing", "United Kingdom, London", "2005"
"Vedainfo Inc", "United States, Philadelphia, Philadelphia", "2011"
"Vedams Software Solutions", "India, Andhra Pradesh, Hyderabad", "2011"
"Velocitude", "United States, FL, Fort Lauderdale", "2009"
"Velocity Hosting", "Australia, New South Wales, Sydney", "2004"
"Velocity Networks", "Australia, Queensland, Gold Coast", "2001"
"Velocity Solutions", "Australia, NSW, Sydney", "2004"
"Velocity Squared, LLC", "United States, LA, Baton Rouge", "2006"
"Velocity Staff", "United States, CO, Denver", "2006"
"Velocity Technology Solutions", "Minneapolis, MN", "2012"
"VelocityVDS", "Australia, NSW, Sydney", "2003"
"Venda", "United States, New York, New York", "2008"
"Venda Limited", "United Kingdom, London", "2011"
"Venda Software", "United Kingdom, London, London", "2011"
"Vendare Media", "United States, CA, Los Angeles", "2005"
"Venortech Ltd.", "United States, New york, Hauppauge", "2005"
"Venture Unlimited Inc.", "Waltham, MA, United States", "2013"
"Venturi", "London, UK", "2012"
"Venturi-Group", "City of London, UK", "2011"
"Veredus Corporation", "United States, IL, Chicago", "2008"
"Vergelijk.nl B.V.", "Netherlands, Utrecht", "2004"
"Vergen Inc.", "Canada, Ontario, Toronto", "2003"
"VeriFone, Inc.", "San Francisco, CA", "2012"
"VeriSign", "Austria, Vienna/Salzburg", "2007"
"VeriSign Communications GmbH", "Austria, Vienna/Salzburg", "2008"
"Verifia Inc.", "United States, CA, San Jose", "2004"
"Verisign", "Austria, Vienna", "2007"
"Verizon", "United States, CA, Walnut Creek", "2007"
"Verizon Wireless", "United States, NJ, Bedminster", "2002"
"Vermillion Group", "United States, IA, Des Moines", "2007"
"Vermonster LLC", "United States, MA, Boston", "2005"
"Vermont Information Consortium", "United States, Vermont, Montpelier", "2006"
"VersusLaw, Inc.", "United States, Washington, Redmond", "2005"
"VerticalResponse", "United States, CA, San Francicso", "2006"
"Verticalmove, Inc.", "United States, WA, Seattle", "2009"
"Verza Facility Management BV", "The Netherlands, Noord-Holland, Amsterdam", "2005"
"VestNet A/S", "Denmark, DK, Holbaek", "2003"
"Viable, Inc.", "United States, MD, Rockville", "2007"
"Viajepro.com", "United States, Florida, Miami", "2004"
"Victim Support", "United Kingdom, London", "2003"
"Victory 2000 Inc. (non-profit)", "United States", "2004"
"Video Island / ScreenSelect", "United Kingdom, London, North Acton, London", "2005"
"VideoEgg", "United States, CA, San Francisco", "2006"
"VideoSurf Inc.", "United States, CA, San Mateo", "2010"
"Vidicom Ltd.", "United Kingdom, Derbyshire, Chesterfield", "2008"
"Vigna Solutions", "McLean, VA", "2013"
"Vindicia", "United States, CA, San Mateo", "2005"
"Vinq", "United States, CA, San Jose", "2006"
"Vinq, LLC", "United States, California, San Jose", "2006"
"Vinton Studios", "United States, OR, Portland", "2003"
"Viralimpressions, Inc. ", "United States, CA, Cupertino", "2011"
"Virgin Media", "United Kingdom, Berkshire, Langley", "2009"
"Virus Bulletin", "United Kingdom, Oxfordshire, Abingdon", "2004"
"Virus Bulletin Ltd", "Oxfordshire, UK", "2012"
"Virve", "Australia, Victoria, Melbourne", "2007"
"Vision Chain, Inc.", "United States, DC, Washington", "2011"
"Vision Commitment Solution", "Nederland, Randstad, Maarssen (opdracht Amsterdam)", "2005"
"Vision Impact LLC", "United States, UT, Saint George ", "2008"
"Vision Technology Services", "United States, Maryland, Owings Mills", "2012"
"Vision2Hire Solutions Inc", "Canada, BC, Vancouver", "2001"
"VisitWorks", "United States, MI, Grand Rapids", "2009"
"Vistair", "United Kingdom, Bristol, Bristol", "2007"
"Visual Trading Systems", "United States, NY, New York", "2005"
"Viveli", "United States, Illinois, Schaumburg", "2007"
"Vivox", "United States, MA, Framingham", "2008"
"Vivox, Inc", "United States, MA, Framingham", "2010"
"Vivox, Inc.", "United States, MA, Natick", "2010"
"Vizrt", "United States, NY, New York", "2013"
"Vizrt ", "United States, NY, New York", "2010"
"VoiceStar, now part of Marchex (NASDAQ: MCHX),", "United States, PA, Philadelphia", "2007"
"Voicestar", "United States, Pennsylvania, Philadelphia", "2007"
"Voicestar, now part of Marchex (NASDAQ: MCHX)", "United States, PA, Philadelphia", "2008"
"Volt", "United States, IL, Chicago", "2011"
"Volt Computer Services", "United States, WA, Bothell", "2004"
"Volt Information Sciences", "United States, Washington, Bellevue", "2007"
"Volt Services Group", "United States, PA, Philadelphia - Western Suburbs", "2005"
"Volt Technical Resources", "CA, Beverly Hills", "2011"
"Vonage", "07733, New Jersey, Holmdel", "2008"
"Vortechs Group", "United States, OH, Columbus", "2008"
"Vox Systems, LLC", "Marin County, CA", "2012"
"Vuvox Network", "United States, CA, San Francisco", "2006"
"Vzglyd.RU", "Russia, Russia, Moscow", "2006"
"Vzglyd.RU/Dni.RU/ ... (new projects)", "Russia, Russia, Moscow", "2006"
"W.I.S", "Germany, NRW, Cologne", "2007"
"W3 Data", "United States, WA, Seattle", "2005"
"W3 Data Inc", "United States, WA, Seattle", "2005"
"W5H Group Inc.", "Canada, Ontario, Toronto", "2009"
"WA Consultants", "Denmark, Copenhagen", "2009"
"WA Consultants Ltd", "United Kingdom, Hampshire, Farnborough", "2008"
"WA Consultants Ltd.", "United Kingdom, Exeter", "2006"
"WALT DISNEY FEATURE ANIMATION", "United States, CA, BURBANK", "2004"
"WARP 9", "CA, Santa Barbara", "2006"
"WAY FORWARD", "United Kingdom, London", "2007"
"WCN", "United Kingdom, London", "2010"
"WCN plc", "United Kingdom, London, London", "2010"
"WDS IT", "United States, KS, Kansas City Metro", "2011"
"WIS", "Germany, NRW, Cologne", "2008"
"WIdO", "Germany, Bonn", "2006"
"WNS", "United States, CA, San Jose", "2010"
"WS Packaging Group", "United States, Wisconsin, Green Bay", "2005"
"WSI.com Consulting", "United States, KY, Erlanger", "2002"
"WSP International", "Mexico, Nuevo Leon, Monterrey", "2011"
"WSS/Eurostar", "Los Angeles, CA", "2012"
"Walker's Manual, Inc.", "NJ, Freehold", "2007"
"WalkerTek Internet Services", "United States, NJ, Fairfield", "2006"
"Wall Street Source", "United States, NY, New York", "2008"
"Wallcreate Ltd", "Scarborough, United Kingdom", "2012"
"Walmart.com", "United States, CA, Brisbane", "2007"
"Wang Trading LLC", "Connecticut, Norwalk", "2005"
"Warp 9", "United States, CA, Santa Barbara", "2006"
"Warpspeed Networks", "Australia, QLD, Brisbane", "2003"
"Washington State University", "United States, WA, Pullman", "2005"
"Washington University Genome Sequencing Center", "United States, MO, St. Louis", "2007"
"Washington University Genome Sequencing Center	(WUGSC)", "United States, Missouri, St. Louis", "2004"
"Washington University Genome sequencing Center", "United States, MO63108, St. Louis", "2005"
"Washington University School of Medicine", "United States, MO, St. Louis", "2003"
"Washington University in Saint Louis", "United States, MO, Saint Louis", "2003"
"Washington University: Genome Sequencing Center", "United States, Missouri, Saint Louis", "2006"
"WaveMetrix", "United States, California, San Diego, Los Angeles", "2007"
"WaveRight Information Technology, LLC.", "United States, Ohio, Cleveland", "2006"
"Wavetex Inc.", "United States, TX, Tyler", "2004"
"Way Forward", "United Kingdom, London", "2008"
"Way Forward New Media Recruitment", "United Kingdom, Central London, London", "2004"
"WaySpa.com", "Canada, Ontario, Toronto", "2008"
"We Also Walk Dogs", "United States, Illinois, Chicago", "2011"
"WeCARE - Gesellschaft für interdisziplinäres Gesundheitsmanagment", "DE, Lower Saxony / Niedersachsen, Göttingen", "2007"
"Weatherly Technologies", "United States, NJ, Jersey City", "2007"
"Web 2.0 Art Platform", "United States, MA, Boston", "2009"
"Web Development / Search Engine Company", "United States, WA, Seattle", "2007"
"Web Development Company", "India, Delhi, New Delhi", "2010"
"Web Development Factory", "Undefined", "2010"
"Web Experts", "USA, NY, Middletown", "2005"
"Web-ICT Services B.V.", "The Netherlands, NH, Amsterdam", "2010"
"WebAssign", "United States, NC, Raleigh", "2007"
"WebCDR.com", "United States, CA, San Francisco", "2010"
"WebEvent", "United States, MA, Andover", "2003"
"WebEvent, Inc.", "United States, MA, Andover", "2001"
"WebFusion", "United Kingdom, Middlesex, Uxbridge, near London", "2010"
"WebGuard", "Canada, Quebec, Montreal, Dorval", "2004"
"WebKing Internet Services", "U.S., TX, Houston", "2003"
"WebPub.com", "Earth!", "2012"
"WebZen, Inc.", "United States, Maine, Portland", "2006"
"Webarchitects", "United Kingdom, Sheffield", "2002"
"Webfusion", "Uxbridge, Greater London, UK", "2012"
"Webfusion Ltd", "United Kingdom, London, Uxbridge", "2009"
"Webhuset AS", "Norway, Bergen, Bergen", "2005"
"Webley Sytems", "United States, IL, Bannockburn", "2004"
"Webmaint", "United Kingdom, Cheshire, Stockport", "2004"
"Webmaint Ltd", "United Kingdom, Stockport, Manchester", "2004"
"Webmaint Ltd.", "United Kingdom, Stockport", "2004"
"Weborama", "Paris, France", "2013"
"Webpayment Systems", "United States, Utah, Salt Lake City", "2006"
"Webscheduler LLC", "United States, CA, Oakland", "2010"
"Websense", "Reading, UK", "2012"
"Websense UK Ltd", "United Kingdom, Reading", "2010"
"Webster University", "United States, MO, St. Louis", "2003"
"Websuche Search Technology GmbH & Co. KG", "Germany, Niedersachsen, Osnabrueck", "2009"
"Wedirect, Inc.", "United States, CA, San Jose", "2002"
"Weitclick GmbH", "Germany, Stuttgart", "2005"
"Welcome Trust Sanger Institute", "United Kingdom, Hinxton; Cambridge", "2008"
"Wellcome Trust Sanger Institute", "United Kingdom, Cambridgeshire, Cambridge", "2013"
"Wellcome trust Sanger Institute", "United Kingdom, Hinxton, Cambridge", "2010"
"WestEd", "United States, CA, San Francisco", "2008"
"WestHost", "United States, UT, Logan", "2002"
"Westbourne Partners", "Reception Area, Mayfair, City of Westminster, London W1C, UK", "2012"
"Western Communications, Inc.", "United States, OR, Bend", "2010"
"Western Pennsylvania Industrial", "United States, Pennsylvania, Koppel", "2011"
"Westlake Financial Services", "United States, CA, Los Angeles", "2012"
"Whapps LLC", "United States, OH, Cincinnati", "2003"
"Whapps, LLC.", "United States, Ohio, Cincinnati", "2004"
"WhenU", "United States, NY, New York", "2005"
"WhenU INC", "United States, New York, New York City", "2005"
"WhenU.com", "United States, NY, New York", "2006"
"WhenU.com, Inc.", "United States, NY, New York", "2006"
"Where2GetIt", "United States, IL, Chicago area (Arlington Heights)", "2012"
"Where2GetIt, Inc.", "United States, Illinois, Wheeling", "2004"
"White Hat Security", "United States, California, Santa Clara", "2011"
"White Oak Technologies", "United States, MD, Silver Spring", "2005"
"White Oak Technologies, Inc.", "United States, MD, Silver Spring", "2010"
"White Oak Technology, Inc.", "United States, MD, Silver Spring", "2009"
"White Pages", "United States, Washington, Seattle", "2009"
"White light publications", "Undefined", "2005"
"White oak Technologies, Inc.", "United States, VA, Crystal City", "2008"
"WhiteHat Security", "United States, CA, Santa Clara", "2013"
"WhitePages.com", "United States, WA, Seattle", "2008"
"WhitePages.com, Inc.", "United States, WA, Seattle", "2005"
"Whitelight Publications", "United States, Washington, Tukwila", "2006"
"Whitepages.com", "98101, WA, Seattle", "2006"
"Whitepages.com, Inc.", "United States, WA, Seattle", "2006"
"Wi-Free Ltd", "Gibraltar", "2013"
"Wifidelity Networks", "Canada, Ontario, Toronto", "2004"
"Wild About Cars", "United States, IL, Chicago", "2009"
"Wilder & Associates", "Canada, Ontario, Toronto", "2007"
"Wildside Adult Personals, Inc.", "United States, Maine, Portland", "2005"
"Will be disclosed later", "New Delhi, India", "2012"
"Williamson Employment", "United States, MI, Kalamazoo", "2001"
"Wimba, Inc.", "United States, NY, New York", "2009"
"Winter Wyman", "United States, MA, Boston", "2011"
"Winter Wyman ", "United States, Massachusetts , Boston Metro West ", "2011"
"WireSpring Technologies", "United States, FL, Ft Lauderdale", "2011"
"WireSpring Technologies, Inc", "United States, FL, Ft. Lauderdale", "2006"
"WireSpring Technologies, Inc.", "United States, FL, Ft. Lauderdale", "2004"
"WiredStaff Corp.", "United States, CA, Woodland Hills,", "2008"
"WizzyWeb;", "Anywhere, Anywhere, Anywhere (Telecommute)", "2002"
"WolfeTech Development Corporation", "United States, NY, New York", "2004"
"Woloshen and Associates", "NJ, Jersey City", "2007"
"Wolters Kluwer", "United States, MA, Needham", "2011"
"Work India", "India, Chennai", "2006"
"Work Wonders Staffing, LLC", "United States, WA, Seattle", "2006"
"Worlco", "USA, NJ, Warren", "2011"
"World Careers Network PLC", "United Kingdom, London, London", "2008"
"World Diagnostics, Inc.", "United States, FL, Miami Lakes", "2002"
"World Famous Staffing", "United States, CA, San Diego", "2005"
"World Health Organization", "Switzerland, Geneva", "2002"
"World Health Organization (WHO)", "Switzerland, Geneva", "2009"
"WorldBridge Partners", "United States, NE, Omaha", "2008"
"WorldBy.Com", "Italy, Florence, Empoli", "2007"
"WorldBy.Com SPA - www.worldby.com", "Italy, Tuscany, Empoli - Florence", "2005"
"WorldWinner", "United States, MA, Newton", "2009"
"Worldwideworker", "United Arabic Emirates, Dubai", "2003"
"Worrell Corporation", "United States, Indiana, Indianapolis", "2002"
"WorthPoint Corporation", "Atlanta, GA", "2012"
"Wotan", "United States, CT, Fairfield", "2006"
"Wunderdog Sports LLC", "Colorado", "2012"
"X-ISS", "United States, TX, Houston", "2005"
"XING AG", "Germany, Hamburg", "2011"
"XL Marketing", "United States, NY, New York", "2011"
"XL Marketing Corp.", "New York, NY, United States", "2012"
"XOffice LLC", "United States, AZ, Tempe", "2011"
"XPEM Inc", "Roseville, CA", "2012"
"XQUIZIT TECHNOLOGIES", "United States, NEW YORK, NEW YORK", "2004"
"XSE Business Analysts", "Australia, Victoria, Melbourne", "2005"
"XWI International Media", "Canada, Ontario", "2009"
"Xact Consulting A/S", "Danmark, Hvidovre", "2010"
"Xavient Information Systems", "United States, MO, St Louis", "2009"
"Xelia Wizard Systems Inc", "Maricopa, AZ, Tempe", "2005"
"Xerox", "United States, OR, Portland", "2010"
"Xerox Corporation", "United States, OR, Wilsonville", "2008"
"Xilinx", "United States, CA, San Jose", "2010"
"Xkudos Ltd", "Portugal, Lisbon, Lisbon", "2005"
"Xoriant", "United States, CA, San Jose", "2003"
"Xoriant Corporation", "United States, California, San Jose", "2003"
"Xpand", "Australia, VIC, Melbourne", "2008"
"Xsell Resources", "United States, PA, KING OF PRUSSIA", "2008"
"Xtreme Technologies", "United States, NY, New York", "2007"
"Xymbol Lab", "United States, DC, Washington", "2001"
"Xynergy, Inc. Web Development", "United States, New Mexico, Santa Fe", "2004"
"YAHOO", "United States, ca, sunnyvale", "2004"
"YAHOO!", "United States, NY, New York,", "2008"
"YOH", "San Mateo, California, Redwood City", "2008"
"YaBB (Yet another Bulletin Board)", "Undefined", "2010"
"Yachtworld.com/Boats.com", "Canada, BC, Vancouver", "2006"
"Yahoo", "Undefined", "2011"
"Yahoo - Asia", "Taiwan (flexible - see detail), Taipei	(preferred)", "2007"
"Yahoo Inc", "United States, CA, Santa Clara", "2008"
"Yahoo Inc, Yahoo Search Marketing Engineering", "United States, CA, Pasadena", "2005"
"Yahoo Inc.", "United States, CA, Sunnyvale", "2008"
"Yahoo Search Marketing", "United States, CA, Pasadena, CA (soon to be Burbank)", "2005"
"Yahoo!", "United States, CA, Sunnyvale", "2012"
"Yahoo! Finance", "United States, CA, Sunnyvale", "2006"
"Yahoo! Inc", "Undefined", "2008"
"Yahoo! Inc.", "United States, CA, Sunnyvale", "2007"
"Yahoo! Local", "United States, CA, Santa Clara", "2008"
"Yahoo! Search Marketing", "United States, California, Burbank", "2006"
"Yahoo! Search Technology", "United States, CA, Sunnyvale", "2005"
"Yahoo, Inc", "United States, CA, Sunnyvale", "2009"
"Yahoo, Inc.", "United States, CA, Sunnyvale", "2002"
"Yale New Haven Hospital", "United States, CT, New Haven", "2006"
"Yale University", "United States, Connecticut, New Haven", "2007"
"Yamaha Motor", "United States, CA, Cypress - Los Angeles", "2007"
